% of Docs Looked at,% of Docs Returned,Number of Documents,Total Number of Documents	Sample Rate:10
1,24.481218435,80,8002
2,40.011526505,160,8002
3,44.4529826887,240,8002
4,53.383527268,320,8002
5,55.6218428898,400,8002
6,62.2170497346,480,8002
7,66.7272264407,560,8002
8,73.2312910824,640,8002
9,75.5038272999,720,8002
10,77.7915508515,800,8002
11,77.7813718559,880,8002
12,77.7777457961,960,8002
13,77.7684649746,1040,8002
14,82.2100851925,1120,8002
15,82.2049103418,1200,8002
16,84.6253808758,1280,8002
17,84.4546085615,1360,8002
18,84.4325113323,1440,8002
19,86.8866594567,1520,8002
20,86.7348090336,1600,8002
21,89.1724895178,1680,8002
22,90.960630449,1760,8002
23,95.6175864492,1840,8002
24,95.5091368889,1920,8002
25,97.826681608,2000,8002
26,97.7895871047,2080,8002
27,97.7812293908,2160,8002
28,97.7787989623,2240,8002
29,97.778079705,2320,8002
30,97.7778666954,2400,8002
31,97.7778031216,2480,8002
32,97.7777821209,2560,8002
33,97.7777679769,2640,8002
34,97.7777356202,2720,8002
35,97.7776263099,2800,8002
36,97.7772413399,2880,8002
37,97.775881475,2960,8002
38,97.7710555187,3040,8002
39,97.7527695533,3120,8002
40,97.5318510723,3200,8002
41,100.039024032,3280,8002
42,100.010156888,3360,8002
43,100.002929818,3440,8002
44,100.000851206,3520,8002
45,100.000247247,3600,8002
46,100.000071758,3680,8002
47,100.000020808,3760,8002
48,100.000006029,3840,8002
49,100.000001745,3920,8002
50,100.000000497,4001,8002
51,100.000000142,4081,8002
52,100.000000041,4161,8002
53,100.000000012,4241,8002
54,100.000000003,4321,8002
55,100.000000001,4401,8002
56,100.0,4481,8002
57,100.0,4561,8002
58,100.0,4641,8002
59,100.0,4721,8002
60,100.0,4801,8002
61,100.0,4881,8002
62,100.0,4961,8002
63,100.0,5041,8002
64,100.0,5121,8002
65,100.0,5201,8002
66,100.0,5281,8002
67,100.0,5361,8002
68,100.0,5441,8002
69,100.0,5521,8002
70,100.0,5601,8002
71,100.0,5681,8002
72,100.0,5761,8002
73,100.0,5841,8002
74,100.0,5921,8002
75,100.0,6001,8002
76,100.0,6081,8002
77,100.0,6161,8002
78,100.0,6241,8002
79,100.0,6321,8002
80,100.0,6401,8002
81,100.0,6481,8002
82,100.0,6561,8002
83,100.0,6641,8002
84,100.0,6721,8002
85,100.0,6801,8002
86,99.9999999999,6881,8002
87,99.9999999997,6961,8002
88,99.9999999991,7041,8002
89,99.999999997,7121,8002
90,99.9999999905,7201,8002
91,99.9999999701,7281,8002
92,99.9999999074,7361,8002
93,99.9999997181,7441,8002
94,99.9999991591,7521,8002
95,99.9999975618,7601,8002
96,99.999993214,7681,8002
97,99.9999822624,7761,8002
98,99.999957769,7841,8002
99,99.9998976575,7921,8002
