Topic Name, 70% Recall, Recall, Effort 
CD007431.txt,False,0.375,
CD008081.txt,False,0.423076923077,
CD008760.txt,False,0.166666666667,
CD008782.txt,False,0.444444444444,
CD008803.txt,False,0.262626262626,
CD009135.txt,False,0.441558441558,
CD009185.txt,False,0.467391304348,
CD009372.txt,False,0.44,
CD009519.txt,False,0.288461538462,
CD009551.txt,False,0.282608695652,
CD009579.txt,False,0.369565217391,
CD009647.txt,False,0.446428571429,
CD009786.txt,False,0.4,
CD009925.txt,False,0.317391304348,
CD010023.txt,False,0.423076923077,
CD010173.txt,False,0.260869565217,
CD010276.txt,False,0.388888888889,
CD010339.txt,False,0.412280701754,
CD010386.txt,False,0.5,
CD010542.txt,False,0.4,
CD010633.txt,False,0.25,
CD010653.txt,False,0.444444444444,
CD010705.txt,False,0.173913043478,
CD010772.txt,False,0.382978723404,
CD010775.txt,False,0.272727272727,
CD010783.txt,False,0.166666666667,
CD010860.txt,False,0.142857142857,
CD010896.txt,False,0.166666666667,
CD011145.txt,False,0.405940594059,
CD012019.txt,False,0.0,
